,Source,Start_Lat,Start_Lng,Distance(mi),Side,City,State,Timezone,Airport_Code,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Sunrise_Sunset,Severity_of_accidents,year_recorded,month_recorded,day_recorded,diff_hours,diff_minutes
663139,MapQuest,38.889648,-119.69753999999999,0.0,R,Gardnerville,NV,US/Pacific,KTVL,25.0,16.0,81.0,23.59,4.0,S,9.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2020,1,16,0.7922222222222223,47.53333333333333
1860086,MapQuest,37.687934999999996,-122.09618400000001,0.0,R,Hayward,CA,US/Pacific,KHWD,59.0,,55.0,30.08,10.0,West,9.2,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,Day,2,2018,4,30,0.47638888888888886,28.583333333333332
1820678,MapQuest,35.564556,-97.522423,0.0,R,Oklahoma City,OK,US/Central,KPWA,82.0,,62.0,29.71,10.0,South,21.9,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2018,6,11,0.49722222222222223,29.833333333333332
2280758,MapQuest,32.868519,-96.88237,0.479999989271,L,Dallas,TX,US/Central,KDAL,63.0,,45.0,30.15,10.0,WNW,6.9,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2017,11,29,0.7444444444444445,44.666666666666664
1803600,MapQuest,39.957786999999996,-105.07196,0.0,R,Broomfield,CO,US/Mountain,KBJC,78.8,,15.0,29.9,50.0,WSW,6.9,Clear,False,False,False,False,False,False,False,False,False,False,False,True,Day,1,2018,6,1,0.5286111111111111,31.716666666666665
2856321,Bing,34.512609999999995,-120.222385,0.0,R,Lompoc,CA,US/Pacific,KLPC,54.0,54.0,88.0,29.83,10.0,ESE,6.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,Day,1,2020,3,16,0.88,52.8
540332,MapQuest,35.753834000000005,-78.636101,0.0,R,Raleigh,NC,US/Eastern,KRDU,56.0,56.0,93.0,29.58,2.0,ENE,15.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2020,5,19,0.4930555555555556,29.583333333333332
644775,MapQuest,39.164551,-84.429764,2.8900001049,R,Cincinnati,OH,US/Eastern,KLUK,43.0,36.0,43.0,29.57,10.0,W,13.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,Night,2,2020,1,7,1.5083333333333333,90.5
2398125,MapQuest,47.412098,-122.220474,0.0,R,Kent,WA,US/Pacific,KSEA,64.0,,67.0,30.14,10.0,South,5.8,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2017,9,25,0.9938888888888889,59.63333333333333
1784898,MapQuest,33.961464,-81.000031,1.16999995708,R,Columbia,SC,US/Eastern,KCUB,84.9,,59.0,29.82,10.0,Variable,6.9,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2018,7,23,0.7430555555555556,44.583333333333336
518379,MapQuest,27.894018,-82.64609499999999,0.0,R,Clearwater,FL,US/Eastern,KPIE,75.0,75.0,84.0,30.03,10.0,SE,8.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2020,5,29,0.7783333333333333,46.7
1433765,MapQuest,29.984758000000003,-95.276268,0.0,R,Humble,TX,US/Central,KIAH,52.0,,26.0,30.25,10.0,NNE,17.3,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2019,1,29,0.4922222222222222,29.533333333333335
1780838,MapQuest,28.849409,-82.26939399999999,0.0,R,Inverness,FL,US/Eastern,KINF,73.4,,100.0,29.98,7.0,Calm,,Light Rain,False,False,False,False,False,False,False,False,False,False,False,True,Day,1,2018,7,20,0.5141666666666667,30.85
2230091,MapQuest,37.284973,-93.401604,0.0,R,Willard,MO,US/Central,KSGF,75.0,,55.0,29.84,10.0,NW,6.9,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2017,11,2,0.49666666666666665,29.8
1317218,MapQuest,47.463547,-122.247078,0.0,R,Seattle,WA,US/Pacific,KSEA,48.0,,39.0,30.09,10.0,NNE,9.2,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2019,2,28,0.745,44.7
418498,MapQuest,42.300102,-83.18325,0.01,R,Dearborn,MI,US/Eastern,KDET,80.1,,39.0,29.9,10.0,WSW,19.6,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2017,4,15,0.48277777777777775,28.966666666666665
1118825,MapQuest,40.71209,-111.823631,2.1900000572200002,R,Salt Lake City,UT,US/Mountain,KSLC,71.0,71.0,51.0,25.66,10.0,CALM,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2019,6,14,0.9886111111111111,59.31666666666667
2256594,MapQuest,37.719204,-121.6604,0.0,R,Livermore,CA,US/Pacific,KLVK,55.0,,96.0,29.86,4.0,WNW,10.4,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2017,11,16,0.4913888888888889,29.483333333333334
2471555,MapQuest,37.489059000000005,-77.482681,0.0,R,Richmond,VA,US/Eastern,KFCI,72.0,,71.0,30.19,10.0,ENE,6.9,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2017,8,28,0.4961111111111111,29.766666666666666
1854807,MapQuest,36.118927,-95.886635,0.0,R,Tulsa,OK,US/Central,KRVS,82.0,,65.0,29.91,10.0,South,6.9,Clear,False,False,False,False,False,False,False,False,False,False,False,True,Day,1,2018,6,28,0.49333333333333335,29.6
2563314,Bing,39.906003999999996,-75.134232,0.698,R,Philadelphia,PA,US/Eastern,KPHL,81.0,,67.0,29.95,10.0,West,4.6,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2016,9,8,6.0,360.0
3071267,Bing,42.061209999999996,-87.86792,0.529,R,Des Plaines,IL,US/Central,KPWK,60.0,60.0,64.0,29.39,10.0,ENE,3.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2019,10,9,0.4775,28.65
107864,MapQuest,33.941364,-118.09663400000001,0.0,R,Downey,CA,US/Pacific,KLGB,66.0,,73.0,29.83,10.0,West,6.9,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2016,5,19,1.0,60.0
2824,MapQuest,38.568703,-121.510368,0.0,R,Sacramento,CA,US/Pacific,KSAC,87.1,,29.0,29.91,10.0,SSW,6.9,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2016,7,12,0.5,30.0
1782710,MapQuest,35.92857,-84.04287,0.0,R,Knoxville,TN,US/Eastern,KTYS,80.1,,67.0,29.73,10.0,NNE,10.4,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,Day,2,2018,7,21,0.4911111111111111,29.466666666666665
3378589,Bing,45.586289,-122.54473999999999,0.268,R,Portland,OR,US/Pacific,KTTD,46.0,,93.0,30.14,10.0,Calm,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2017,12,1,6.0,360.0
1793979,MapQuest,35.850571,-78.61451,0.0,L,Raleigh,NC,US/Eastern,KRDU,87.1,,63.0,30.01,10.0,SSW,8.1,Scattered Clouds,False,False,True,False,False,False,False,False,False,False,False,True,Day,1,2018,7,27,0.7397222222222222,44.38333333333333
1665645,MapQuest,30.337656,-97.558456,0.0,R,Manor,TX,US/Central,KEDC,84.2,,74.0,29.9,10.0,Calm,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,Night,1,2018,9,21,0.49694444444444447,29.816666666666666
2981365,Bing,37.317202,-121.94032,0.0,R,San Jose,CA,US/Pacific,KSJC,51.0,51.0,83.0,30.19,10.0,CALM,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2020,1,29,3.6883333333333335,221.3
2850722,Bing,36.973459999999996,-120.04306000000001,0.0,R,Madera,CA,US/Pacific,KMAE,66.0,66.0,54.0,29.6,10.0,NW,7.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2020,3,12,0.8661111111111112,51.96666666666667
1826437,MapQuest,34.037239,-118.309074,0.0,R,Los Angeles,CA,US/Pacific,KCQT,75.0,,57.0,29.78,10.0,Calm,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,Day,2,2018,6,13,0.4961111111111111,29.766666666666666
39276,MapQuest,38.524895,-121.467789,0.0,R,Sacramento,CA,US/Pacific,KSAC,68.0,,39.0,29.75,10.0,South,19.6,Scattered Clouds,False,False,False,False,True,False,False,False,False,False,False,False,Day,1,2016,5,20,1.25,75.0
3373102,Bing,42.3056,-87.98217700000001,0.071,R,Libertyville,IL,US/Central,KUGN,28.0,21.7,85.0,30.06,10.0,NW,5.8,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Night,2,2018,1,23,6.0,360.0
771716,MapQuest,39.74667,-84.20446,0.6899999976160001,R,Dayton,OH,US/Eastern,KDAY,26.0,14.0,55.0,29.15,10.0,W,16.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2019,12,10,2.7602777777777776,165.61666666666667
2056733,MapQuest,28.194075,-82.383972,0.0,R,Wesley Chapel,FL,US/Eastern,KVDF,62.6,,100.0,30.17,7.0,North,4.6,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2018,2,5,0.9922222222222222,59.53333333333333
1551642,MapQuest,34.791053999999995,-82.416634,0.0,R,Greenville,SC,US/Eastern,KGYH,,,,30.08,10.0,Calm,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,Day,1,2018,11,29,1.2458333333333333,74.75
119346,MapQuest,27.447746000000002,-82.575409,0.01,R,Bradenton,FL,US/Eastern,KSRQ,61.0,,87.0,30.21,10.0,NNE,4.6,Clear,False,False,False,False,False,False,False,False,False,False,False,True,Night,1,2016,12,21,0.7377777777777778,44.266666666666666
1253234,MapQuest,42.835217,-74.011261,0.0,R,Schenectady,NY,US/Eastern,KSCH,64.0,64.0,40.0,29.46,15.0,S,5.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2019,4,25,0.9927777777777778,59.56666666666667
631857,MapQuest,35.414623,-97.318161,0.0,R,Oklahoma City,OK,US/Central,KTIK,73.0,73.0,28.0,28.7,10.0,NW,14.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2020,4,25,1.1266666666666667,67.6
2075422,MapQuest,42.150791,-87.873451,0.0,R,Northbrook,IL,US/Central,KPWK,25.0,19.3,72.0,30.64,10.0,SE,4.6,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2018,2,13,0.9894444444444445,59.36666666666667
2507128,Bing,40.476259999999996,-104.99174,0.474,R,Fort Collins,CO,US/Mountain,KFNL,78.8,,30.0,29.95,10.0,NW,10.4,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2016,9,3,6.0,360.0
3107422,Bing,37.25646,-122.11588,0.389,L,Saratoga,CA,US/Pacific,KSJC,51.0,51.0,71.0,30.01,10.0,S,3.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2019,11,5,0.49583333333333335,29.75
1310804,MapQuest,35.471298,-97.50263199999999,0.0,R,Oklahoma City,OK,US/Central,KOKC,73.0,,57.0,29.93,10.0,South,21.9,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,Day,1,2019,3,28,2.5330555555555554,151.98333333333332
2598637,Bing,37.69057,-122.13207,0.266,R,San Leandro,CA,US/Pacific,KHWD,50.0,,71.0,29.89,10.0,North,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2017,1,23,6.0,360.0
3450950,Bing,33.93463,-84.494,1.3230000000000002,R,Marietta,GA,US/Eastern,KMGE,69.0,69.0,45.0,28.72,7.0,WNW,17.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2019,4,26,0.4588888888888889,27.533333333333335
811423,MapQuest,37.533001,-77.423248,0.0,R,Richmond,VA,US/Eastern,KRIC,57.0,57.0,81.0,30.05,10.0,N,10.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2019,10,10,1.0047222222222223,60.28333333333333
2078511,MapQuest,45.518993,-122.54293100000001,0.0,R,Portland,OR,US/Pacific,KPDX,39.0,35.7,93.0,30.09,10.0,East,4.6,Overcast,True,False,True,False,False,False,False,False,True,False,False,True,Day,1,2018,2,14,0.49527777777777776,29.716666666666665
2767782,Bing,37.332118,-120.56801200000001,0.0,R,Atwater,CA,US/Pacific,KMER,81.0,81.0,30.0,29.86,10.0,WNW,12.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2020,5,14,0.5433333333333333,32.6
519276,MapQuest-Bing,34.066479,-117.99089099999999,0.0,R,Baldwin Park,CA,US/Pacific,KEMT,72.0,72.0,61.0,29.85,10.0,SSW,9.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2020,5,29,1.0425,62.55
2533528,Bing,43.007709999999996,-83.6854,0.787,R,Flint,MI,US/Eastern,KFNT,54.0,,55.0,30.36,10.0,West,11.5,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2016,11,4,6.0,360.0
3195943,Bing,41.98234,-87.7926,0.44,R,Chicago,IL,US/Central,KORD,42.1,35.2,85.0,29.81,9.0,SSE,12.7,Light Rain,False,False,False,False,False,False,False,False,False,True,False,False,Night,1,2019,1,7,0.49166666666666664,29.5
2060584,MapQuest,32.834446,-112.133224,0.0,R,Maricopa,AZ,US/Mountain,KCGZ,75.0,,19.0,29.93,10.0,West,12.7,,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2018,2,6,0.7458333333333333,44.75
434551,MapQuest,29.753149,-95.364113,0.01,R,Houston,TX,US/Central,KMCJ,71.6,,50.0,29.95,10.0,South,6.9,Clear,True,False,True,False,False,False,False,False,False,False,False,True,Night,1,2017,5,1,0.49666666666666665,29.8
2960877,Bing,42.64195,-82.96623000000001,0.0,L,Macomb,MI,US/Eastern,KMTC,38.0,38.0,100.0,29.34,7.0,CALM,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,2,2020,1,15,0.48944444444444446,29.366666666666667
2612461,Bing,37.70162,-121.90948,0.391,R,Pleasanton,CA,US/Pacific,KLVK,82.9,,34.0,29.77,10.0,West,15.0,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2016,8,9,6.0,360.0
2896780,Bing,37.15875,-121.98256,0.0,L,Los Gatos,CA,US/Pacific,KSJC,48.0,48.0,83.0,29.84,7.0,S,3.0,Rain,False,False,False,False,True,False,False,False,False,False,False,False,Day,2,2020,4,6,0.36083333333333334,21.65
2991283,Bing,32.51393,-93.72411,0.303,R,Bossier City,LA,US/Central,KDTN,36.0,30.0,79.0,29.74,10.0,SE,7.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2020,2,7,0.48,28.8
2484440,Bing,34.14503,-118.70141000000001,0.38799999999999996,R,Calabasas,CA,US/Pacific,KVNY,79.0,,24.0,29.74,10.0,SE,11.5,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2016,3,25,6.0,360.0
183863,MapQuest,42.368423,-83.058128,0.01,R,Detroit,MI,US/Eastern,KDET,45.0,43.5,58.0,30.46,10.0,NE,3.5,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Night,2,2016,10,25,0.49527777777777776,29.716666666666665
2873137,Bing,37.52279,-122.2663,0.0,R,Belmont,CA,US/Pacific,KSQL,54.0,54.0,77.0,30.11,10.0,S,8.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2020,3,24,0.41638888888888886,24.983333333333334
2280047,MapQuest,34.136051,-80.880524,0.0,L,Columbia,SC,US/Eastern,KCUB,46.0,,86.0,30.32,10.0,Calm,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,Day,1,2017,11,29,0.9947222222222222,59.68333333333333
3489859,Bing,33.257049,-84.09215999999999,6.622999999999999,R,Jackson,GA,US/Eastern,K6A2,77.0,77.0,89.0,28.95,10.0,WNW,3.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Night,2,2019,7,3,0.47583333333333333,28.55
3447013,Bing,41.972359999999995,-87.7658,0.172,R,Chicago,IL,US/Central,KORD,47.0,41.0,77.0,29.01,10.0,NW,14.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2019,4,18,0.4986111111111111,29.916666666666668
442452,MapQuest,28.39319,-81.33461,0.019999999553,R,Orlando,FL,US/Eastern,KMCO,68.0,,100.0,29.95,8.0,NE,3.5,Patches of Fog,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2017,5,15,0.7422222222222222,44.53333333333333
602262,MapQuest,28.31052,-81.46563,0.0,R,Kissimmee,FL,US/Eastern,KISM,79.0,79.0,66.0,30.27,10.0,SSE,14.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,Day,1,2020,3,20,1.2469444444444444,74.81666666666666
473934,MapQuest,42.231342,-83.432907,0.0,R,Belleville,MI,US/Eastern,KYIP,57.9,,90.0,29.87,10.0,SW,9.2,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Night,2,2017,6,20,0.9652777777777778,57.916666666666664
3172923,Bing,43.887440000000005,-70.33841,2.528,R,Gray,ME,US/Eastern,KLEW,8.1,-2.0,58.0,30.2,10.0,North,5.8,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2019,2,28,0.4880555555555556,29.283333333333335
3312315,Bing,47.70342,-122.32943999999999,0.688,R,Seattle,WA,US/Pacific,KBFI,71.1,,41.0,30.18,10.0,NW,10.4,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2018,6,26,6.0,360.0
91254,MapQuest,33.996368,-117.870354,0.0,R,Rowland Heights,CA,US/Pacific,KFUL,75.9,,52.0,29.83,10.0,Variable,5.8,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2016,8,20,0.5,30.0
2623394,Bing,44.84458,-93.15538000000001,0.517,R,Saint Paul,MN,US/Central,KMSP,25.0,14.8,88.0,29.56,2.0,NNW,10.4,Light Freezing Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2017,2,7,6.0,360.0
2646953,Bing,41.457011,-83.622028,4.72,R,Bowling Green,OH,US/Eastern,KTDZ,32.0,22.5,92.0,30.2,1.0,South,12.7,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2017,3,17,1.35,81.0
1246845,MapQuest,37.548981,-77.356163,0.0,R,Richmond,VA,US/Eastern,KRIC,73.0,73.0,33.0,29.88,10.0,NNW,13.0,Partly Cloudy,False,False,False,False,False,False,False,False,True,False,False,False,Day,1,2019,4,22,1.3927777777777777,83.56666666666666
1473027,MapQuest,32.788703999999996,-96.764053,0.0,R,Dallas,TX,US/Central,KDAL,55.9,,93.0,29.81,6.0,West,3.5,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Night,2,2018,12,19,0.4911111111111111,29.466666666666665
2535136,Bing,26.28016,-80.12526,0.777,R,Pompano Beach,FL,US/Eastern,KPMP,69.1,,84.0,30.03,9.0,WNW,6.9,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2016,11,10,6.0,360.0
2782304,Bing,34.13097,-118.34943,0.105,R,Los Angeles,CA,US/Pacific,KBUR,74.0,74.0,41.0,29.12,10.0,E,3.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2020,5,21,0.535,32.1
3416635,Bing,37.54587,-77.45528,0.0,R,Richmond,VA,US/Eastern,KRIC,77.0,,36.0,30.17,10.0,North,6.9,Scattered Clouds,True,False,False,False,False,False,False,False,False,False,False,True,Day,1,2017,9,8,6.0,360.0
995150,MapQuest,34.436901,-119.141823,0.0,R,Ojai,CA,US/Pacific,KOXR,69.0,69.0,75.0,29.72,10.0,CALM,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2019,8,22,1.7422222222222221,104.53333333333333
1125543,MapQuest,33.884037,-117.63906899999999,0.0,R,Corona,CA,US/Pacific,KAJO,65.0,,78.0,,7.0,,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2019,6,18,0.7516666666666667,45.1
1944745,MapQuest,34.789364,-82.33641800000001,0.0,L,Greenville,SC,US/Eastern,KGMU,69.1,,22.0,30.13,10.0,Variable,6.9,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2018,4,11,1.0280555555555555,61.68333333333333
2979212,Bing,34.146737,-117.256749,0.0,R,San Bernardino,CA,US/Pacific,KSBD,57.0,57.0,44.0,28.96,10.0,CALM,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2020,1,28,2.5347222222222223,152.08333333333334
2864380,Bing,39.725770000000004,-105.0572,0.0,R,Denver,CO,US/Mountain,KBJC,21.0,15.0,93.0,24.62,7.0,E,5.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2020,3,20,0.8327777777777777,49.96666666666667
3372095,Bing,34.052776,-83.663426,0.028999999999999998,L,Jefferson,GA,US/Eastern,K19A,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Night,2,2018,1,21,6.0,360.0
2783654,Bing,35.19552,-80.88391,2.542,R,Charlotte,NC,US/Eastern,KCLT,64.0,64.0,90.0,29.27,5.0,SW,8.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2020,5,22,0.625,37.5
3390385,Bing,42.47752,-83.42778,0.5379999999999999,R,Farmington,MI,US/Eastern,KVLL,18.9,8.8,62.0,30.25,10.0,West,8.1,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2017,12,29,6.0,360.0
3393446,Bing,42.00486,-87.69984000000001,0.0,L,Chicago,IL,US/Central,KORD,45.0,39.7,48.0,30.24,10.0,West,10.4,Scattered Clouds,False,False,False,False,False,False,False,False,True,False,False,True,Day,2,2017,11,8,6.0,360.0
2302285,MapQuest,41.1908,-96.138824,0.0,R,Omaha,NE,US/Central,KMLE,48.6,,64.0,30.25,10.0,NNW,5.8,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,Day,1,2017,10,10,0.7427777777777778,44.56666666666667
1401945,MapQuest,29.818434000000003,-95.50013,0.0,L,Houston,TX,US/Central,KMCJ,44.6,39.2,66.0,30.47,9.0,NE,10.4,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2019,1,14,0.4955555555555556,29.733333333333334
5235,MapQuest,37.444508,-122.23441299999999,0.01,L,Redwood City,CA,US/Pacific,KSQL,53.6,,58.0,30.14,10.0,West,5.8,Clear,False,False,False,False,False,False,False,False,False,False,False,True,Night,1,2016,12,1,0.49527777777777776,29.716666666666665
3449571,Bing,40.71815,-111.89508000000001,0.057999999999999996,R,Salt Lake City,UT,US/Mountain,KSLC,52.0,52.0,63.0,25.85,10.0,SSE,3.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2019,4,23,2.35,141.0
2546535,Bing,27.7036,-80.89527,0.33,R,Okeechobee,FL,US/Eastern,KOBE,73.4,,100.0,29.86,7.0,NE,4.6,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2016,10,3,6.0,360.0
3470603,Bing,32.920179,-96.748838,0.518,R,Dallas,TX,US/Central,KADS,88.0,88.0,40.0,29.02,10.0,WNW,7.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2019,6,6,0.4905555555555556,29.433333333333334
3029670,Bing,44.87529,-93.07587,0.0,R,Inver Grove Heights,MN,US/Central,KSGS,31.0,31.0,92.0,29.17,7.0,E,3.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2019,12,28,3.2197222222222224,193.18333333333334
276990,MapQuest,30.495275,-97.794922,0.0,R,Austin,TX,US/Central,KATT,66.0,,84.0,30.11,10.0,NNW,11.5,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2016,11,6,0.49472222222222223,29.683333333333334
1939373,MapQuest,28.458294,-81.361465,0.0,R,Orlando,FL,US/Eastern,KMCO,70.0,,100.0,29.96,0.0,SSW,9.2,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2018,4,9,0.9963888888888889,59.78333333333333
1967035,MapQuest,33.914021000000005,-118.10469099999999,0.0,R,Norwalk,CA,US/Pacific,KFUL,86.0,,21.0,29.99,10.0,Variable,3.5,Clear,False,False,False,False,False,False,True,False,True,False,False,False,Day,2,2018,4,21,0.4938888888888889,29.633333333333333
1349939,MapQuest,47.537045,-122.28166999999999,0.0,R,Seattle,WA,US/Pacific,KBFI,37.9,,83.0,29.64,10.0,Calm,,Overcast,True,False,True,False,False,False,False,False,False,False,False,False,Day,2,2019,2,13,0.4413888888888889,26.483333333333334
292022,MapQuest,30.293295,-97.74176,0.01,R,Austin,TX,US/Central,KATT,90.0,,52.0,29.94,10.0,Variable,5.8,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2016,10,19,0.9958333333333333,59.75
1010703,MapQuest,41.489841,-81.65164200000001,0.0,R,Cleveland,OH,US/Eastern,KBKL,81.0,81.0,54.0,29.3,10.0,NNE,7.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,Day,1,2019,7,1,0.7952777777777778,47.71666666666667
19094,MapQuest,37.800674,-121.19233700000001,0.01,R,Manteca,CA,US/Pacific,KSCK,51.1,,86.0,30.03,10.0,Calm,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,Day,1,2016,11,28,0.7447222222222222,44.68333333333333
2578884,Bing,33.095403000000005,-110.729821,0.16699999999999998,R,Winkelman,AZ,US/Mountain,KP08,51.8,,58.0,30.17,9.0,SE,5.8,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2016,11,14,6.0,360.0
3090755,Bing,43.06925,-73.89792,0.736,L,Rock City Falls,NY,US/Eastern,KSCH,64.0,64.0,40.0,29.77,15.0,SSE,7.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2019,10,24,0.4822222222222222,28.933333333333334
1373243,MapQuest,26.137163,-80.1315,0.0,L,Fort Lauderdale,FL,US/Eastern,KFXE,81.0,,69.0,30.23,10.0,East,20.7,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,Day,1,2019,2,26,0.49472222222222223,29.683333333333334
24098,MapQuest,37.49522,-122.45568100000001,0.01,L,Half Moon Bay,CA,US/Pacific,KHAF,55.4,,100.0,30.12,1.0,SSW,3.5,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2016,10,12,0.495,29.7
3357083,Bing,40.66547,-73.874404,0.04,R,Brooklyn,NY,US/Eastern,KJFK,55.0,,100.0,29.59,8.0,West,9.2,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Night,2,2018,2,16,6.0,360.0
1717472,MapQuest,38.47364,-120.45428500000001,0.0,L,Pioneer,CA,US/Pacific,KPVF,89.6,,18.0,,10.0,North,,,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2018,8,16,0.49444444444444446,29.666666666666668
1070973,MapQuest,35.91872,-78.464691,0.0,R,Rolesville,NC,US/Eastern,KLHZ,70.0,70.0,100.0,29.6,7.0,CALM,0.0,Rain,False,False,True,False,False,False,False,False,False,False,False,False,Day,1,2019,8,5,0.4925,29.55
